b2kid,ts_cnt,bank_id,remarks,srl_num,event_amt,lchg_time,oper_acid,rcre_time,b2kid_type,event_type,link_b2kid,oper_crncy,margin_acid,margin_date,margin_rate,margin_type,lchg_user_id,link_srl_num,margin_crncy,rcre_user_id,event_srl_num,margin_action,treasury_rate,dnm_serial_num,entity_cre_flg,margin_srl_num,margin_tran_id,link_b2kid_type,margin_rate_code,treasury_ref_num,adjust_margin_flg,link_margin_srl_num,adjust_margin_event_flg,updated_at
DC155809,1,1,MARGIN RELEASED,2,158000,2015-05-31T17:53:14,2559106,2015-05-31T14:32:49,DOCCR,U,,NPR,2927107,2015-05-31T00:00:00.000000,0,C,CD0122,,NPR,PRADHUMNAN,1.0,R,,,Y,1,   M12734,,,,,1.0,,2024-08-07 06:48:28.855
DC155740,1,1,LC MARGIN RELEASED,2,331000,2015-06-10T16:08:27,2559106,2015-06-10T14:43:10,DOCCR,M,,NPR,2927101,2015-06-10T00:00:00.000000,0,C,CD0122,,NPR,SM0457,1.0,R,,,Y,1,    M8591,,,,,1.0,,2024-08-07 06:48:28.855
DC156081,1,1,LC MARGIN,1,206000,2015-06-28T15:24:57,2559106,2015-06-28T14:23:03,DOCCR,S,,NPR,2927101,2015-06-28T00:00:00.000000,0,C,SATISHRS,,NPR,NAMRATAM,1.0,C,,,Y,1,    M8965,,,,,,,2024-08-07 06:48:28.855
DC155828,1,1,,2,159000,2015-06-28T16:29:49,2559106,2015-06-28T16:14:20,DOCCR,M,,NPR,2927101,2015-06-28T00:00:00.000000,0,C,CD0122,,NPR,SA0371,1.0,R,,,Y,1,   M10221,,,,,1.0,,2024-08-07 06:48:28.855
DC155822,1,1,MARGIN RELEASED,3,59000,2015-07-12T16:05:24,2559106,2015-07-12T15:26:38,DOCCR,M,,NPR,2927101,2015-07-12T00:00:00.000000,0,C,CD0122,,NPR,PRADHUMNAN,2.0,R,,,Y,1,   M11161,,,,,1.0,,2024-08-07 06:48:28.855
DC156189,1,1,LC MARGIN,1,140000,2015-07-22T15:38:28,2559106,2015-07-22T12:58:33,DOCCR,S,,NPR,2927101,2015-07-22T00:00:00.000000,0,C,SATISHRS,,NPR,NAMRATAM,1.0,C,,,Y,1,   M11392,,,,,,,2024-08-07 06:48:28.855
DC156189,1,1,MARGIN RELEASED,2,140000,2015-08-14T13:23:14,2559106,2015-08-14T12:58:11,DOCCR,U,,NPR,2927101,2015-08-14T00:00:00.000000,0,C,SATISHRS,,NPR,PRADHUMNAN,1.0,R,,,Y,1,    M5266,,,,,1.0,,2024-08-07 06:48:28.855
DC156081,1,1,MARGIN RELEASED,2,194000,2015-08-26T16:26:26,2559106,2015-08-26T14:36:02,DOCCR,M,,NPR,2927101,2015-08-26T00:00:00.000000,0,C,SATISHRS,,NPR,PRADHUMNAN,1.0,R,,,Y,1,    M6472,,,,,1.0,,2024-08-07 06:48:28.855
DC156081,1,1,MARGIN RELEASED,3,12000,2015-09-08T17:12:59,2559106,2015-09-08T16:01:44,DOCCR,U,,NPR,2927101,2015-09-08T00:00:00.000000,0,C,SATISHRS,,NPR,PRADHUMNAN,1.0,R,,,Y,1,    M8015,,,,,1.0,,2024-08-07 06:48:28.855
DC156445,1,1,LC MARGIN HELD,1,37000,2015-09-09T18:56:43,23562532,2015-09-09T17:36:30,DOCCR,S,,NPR,23951984,2015-09-09T00:00:00.000000,0,C,CD0122,,NPR,PRATINAP,1.0,C,,,Y,1,    M9018,,,,,,,2024-08-07 06:48:28.855
DC156445,1,1,,2,37000,2015-09-22T17:39:05,23562532,2015-09-22T16:17:18,DOCCR,M,,NPR,23951984,2015-09-22T00:00:00.000000,0,C,SATISHRS,,NPR,SA0371,1.0,R,,,Y,1,   M11310,,,,,1.0,,2024-08-07 06:48:28.855
DC156631,1,1,LC MARGIN,1,148000,2015-10-30T14:36:29,2559106,2015-10-30T14:02:34,DOCCR,S,,NPR,2927101,2015-10-30T00:00:00.000000,0,C,PRADHUMNAN,,NPR,SG1409,1.0,C,,,Y,1,    M6843,,,,,,,2024-08-07 06:48:28.855
DC156648,1,1,LC MARGIN HELD,1,77000,2015-11-05T15:11:20,2559106,2015-11-05T14:08:18,DOCCR,S,,NPR,2927101,2015-11-05T00:00:00.000000,0,C,PRADHUMNAN,,NPR,PRESHAA,1.0,C,,,Y,1,    M7261,,,,,,,2024-08-07 06:48:28.855
DC156722,1,1,LC MARGIN HELD,1,294000,2015-12-02T18:17:00.000000,2559106,2015-12-02T13:06:43,DOCCR,S,,NPR,2927101,2015-12-02T00:00:00.000000,0,C,CD0122,,NPR,SG1409,1.0,C,,,Y,1,    M8956,,,,,,,2024-08-07 06:48:28.855
DC143760,1,1,BG MARGIN RELEASED.,2,100000,2015-12-08T11:54:34,341076484,2015-12-08T11:28:13,BNKGR,R,,NPR,34964992,2015-12-08T00:00:00.000000,0,C,PRADHUMNAN,,NPR,RP1389,1.0,R,,,Y,1,    M2111,,,,,1.0,,2024-08-07 06:48:28.855
DC156631,1,1,MARGIN RELEASED,2,148000,2015-12-13T14:12:33,2559106,2015-12-13T13:57:46,DOCCR,M,,NPR,2927101,2015-12-13T00:00:00.000000,0,C,PRADHUMNAN,,NPR,NAMRATAM,1.0,R,,,Y,1,    M6793,,,,,1.0,,2024-08-07 06:48:28.855
DC156785,1,1,LC MARGIN HELD,1,194000,2015-12-20T16:54:59,2559106,2015-12-20T15:05:49,DOCCR,S,,NPR,2927101,2015-12-20T00:00:00.000000,0,C,CD0122,,NPR,PRESHAA,1.0,C,,,Y,1,    M9980,,,,,,,2024-08-07 06:48:28.855
DC156825,1,1,LC MARGIN HELD,1,167000,2015-12-27T16:23:00.000000,2559106,2015-12-27T15:59:11,DOCCR,S,,NPR,2927101,2015-12-27T00:00:00.000000,0,C,CD0122,,NPR,SG1409,1.0,C,,,Y,1,   M10151,,,,,,,2024-08-07 06:48:28.855
DC156826,1,1,LC MARGIN HELD,1,295000,2015-12-27T16:33:26,2559106,2015-12-27T16:26:16,DOCCR,S,,NPR,2927101,2015-12-27T00:00:00.000000,0,C,CD0122,,NPR,SG1409,1.0,C,,,Y,1,   M10264,,,,,,,2024-08-07 06:48:28.855
DC156859,1,1,LC MARGIN HELD,1,53000,2015-12-29T18:48:01,23562532,2015-12-29T18:43:40,DOCCR,S,,NPR,23951984,2015-12-29T00:00:00.000000,0,C,SATISHRS,,NPR,PRESHAA,1.0,C,,,Y,1,   M10599,,,,,,,2024-08-07 06:48:28.855
DC156866,1,1,LC MARGIN HELD,1,278000,2015-12-31T15:57:12,2559106,2015-12-31T15:20:06,DOCCR,S,,NPR,2927101,2015-12-31T00:00:00.000000,0,C,CD0122,,NPR,SG1409,1.0,C,,,Y,1,   M11613,,,,,,,2024-08-07 06:48:28.855
DC166926,1,1,LC MARGIN HELD,1,300000,2016-01-10T16:38:08,2559106,2016-01-10T16:30:34,DOCCR,S,,NPR,2927101,2016-01-10T00:00:00.000000,0,C,CD0122,,NPR,SG1409,1.0,C,,,Y,1,   M10250,,,,,,,2024-08-07 06:48:28.855
DC166927,1,1,LC MARGIN HELD,1,68000,2016-01-10T17:23:30,2559106,2016-01-10T17:15:56,DOCCR,S,,NPR,2927101,2016-01-10T00:00:00.000000,0,C,CD0122,,NPR,SG1409,1.0,C,,,Y,1,   M10541,,,,,,,2024-08-07 06:48:28.855
DC166927,1,1,MARGIN REFUNDED,2,68000,2016-01-10T18:44:12,2559106,2016-01-10T17:51:28,DOCCR,Z,,NPR,2927101,2016-01-10T00:00:00.000000,68000,C,CD0122,,NPR,SG1409,1.0,R,,,Y,1,   M10729,,,,,1.0,,2024-08-07 06:48:28.855
DC156722,1,1,MARGIN RELEASED,2,147000,2016-01-12T13:56:52,2559106,2016-01-12T12:58:47,DOCCR,M,,NPR,2927101,2016-01-12T00:00:00.000000,0,C,PRADHUMNAN,,NPR,NAMRATAM,1.0,R,,,Y,1,    M6612,,,,,1.0,,2024-08-07 06:48:28.855
DC166940,1,1,LC MARGIN HELD,1,69000,2016-01-12T18:10:31,2559106,2016-01-12T17:47:05,DOCCR,S,,NPR,2927101,2016-01-12T00:00:00.000000,0,C,CD0122,,NPR,SG1409,1.0,C,,,Y,1,   M10528,,,,,,,2024-08-07 06:48:28.855
DC156648,1,1,LC MARGIN RELEASED,2,77000,2016-01-20T17:19:14,2559106,2016-01-20T16:17:12,DOCCR,M,,NPR,2927101,2016-01-20T00:00:00.000000,0,C,CD0122,,NPR,SM0457,1.0,R,,,Y,1,    M8948,,,,,1.0,,2024-08-07 06:48:28.855
DC156722,1,1,LC MARGIN RELEASED,3,147000,2016-01-24T13:21:22,2559106,2016-01-24T13:07:59,DOCCR,M,,NPR,2927101,2016-01-24T00:00:00.000000,0,C,PRADHUMNAN,,NPR,SM0457,2.0,R,,,Y,1,    M5218,,,,,1.0,,2024-08-07 06:48:28.855
DC156825,1,1,LC MARGIN RELEASED,2,167000,2016-01-29T15:37:23,2559106,2016-01-29T12:39:18,DOCCR,M,,NPR,2927101,2016-01-29T00:00:00.000000,0,C,PRADHUMNAN,,NPR,SM0457,1.0,R,,,Y,1,    M8421,,,,,1.0,,2024-08-07 06:48:28.855
DC167052,1,1,LC MARGIN HELD,1,153000,2016-01-31T12:58:42,2559106,2016-01-31T12:27:20,DOCCR,S,,NPR,2927101,2016-01-31T00:00:00.000000,0,C,CD0122,,NPR,SG1409,1.0,C,,,Y,1,    M5302,,,,,,,2024-08-07 06:48:28.855
DC167053,1,1,LC MARGIN HELD,1,110000,2016-01-31T13:27:28,2559106,2016-01-31T13:11:41,DOCCR,S,,NPR,2927101,2016-01-31T00:00:00.000000,0,C,CD0122,,NPR,SG1409,1.0,C,,,Y,1,    M6387,,,,,,,2024-08-07 06:48:28.855
DC167097,1,1,LC MARGIN HELD,1,301000,2016-02-05T15:43:08,2559106,2016-02-05T15:38:49,DOCCR,S,,NPR,2927101,2016-02-05T00:00:00.000000,0,C,CD0122,,NPR,SG1409,1.0,C,,,Y,1,    M7994,,,,,,,2024-08-07 06:48:28.855
DC166926,1,1,MARGIN RELEASED,2,150000,2016-02-12T15:16:29,2559106,2016-02-12T15:13:15,DOCCR,M,,NPR,2927101,2016-02-12T00:00:00.000000,0,C,PRADHUMNAN,,NPR,NAMRATAM,1.0,R,,,Y,1,   M10622,,,,,1.0,,2024-08-07 06:48:28.855
DC156866,1,1,MARGIN RELEASED,2,138000,2016-02-15T15:50:59,2559106,2016-02-15T15:32:44,DOCCR,M,,NPR,2927101,2016-02-15T00:00:00.000000,0,C,PRADHUMNAN,,NPR,NAMRATAM,1.0,R,,,Y,1,   M10509,,,,,1.0,,2024-08-07 06:48:28.855
DC156826,1,1,MARGIN RELEASED,2,147000,2016-02-24T17:52:32,2559106,2016-02-24T16:14:15,DOCCR,M,,NPR,2927101,2016-02-24T00:00:00.000000,0,C,CD0122,,NPR,NAMRATAM,1.0,R,,,Y,1,   M10893,,,,,1.0,,2024-08-07 06:48:28.855
DC156785,1,1,MARGIN RELEASED,2,194000,2016-02-26T15:19:18,2559106,2016-02-26T14:14:30,DOCCR,M,,NPR,2927101,2016-02-26T00:00:00.000000,0,C,CD0122,,NPR,NAMRATAM,1.0,R,,,Y,1,    M8214,,,,,1.0,,2024-08-07 06:48:28.855
DC166940,1,1,MARGIN RELEASED,2,69000,2016-02-28T17:53:58,2559106,2016-02-28T16:37:44,DOCCR,M,,NPR,2927101,2016-02-28T00:00:00.000000,0,C,CD0122,,NPR,NAMRATAM,1.0,R,,,Y,1,   M12579,,,,,1.0,,2024-08-07 06:48:28.855
DC167233,1,1,LC MARGIN HELD,1,47000,2016-03-02T12:55:39,23562532,2016-03-02T12:30:59,DOCCR,S,,NPR,23951984,2016-03-02T00:00:00.000000,0,C,CD0122,,NPR,RG1310,1.0,C,,,Y,1,    M4328,,,,,,,2024-08-07 06:48:28.855
DC156866,1,1,MARGIN RELEASED,3,140000,2016-03-02T14:26:52,2559106,2016-03-02T12:30:26,DOCCR,M,,NPR,2927101,2016-03-02T00:00:00.000000,0,C,CD0122,,NPR,NAMRATAM,2.0,R,,,Y,1,    M7062,,,,,1.0,,2024-08-07 06:48:28.855
DC167246,1,1,LC MARGIN HELD,1,14414000,2016-03-03T14:54:55,91214718,2016-03-03T13:07:52,DOCCR,S,,NPR,9935399,2016-03-03T00:00:00.000000,0,C,CD0122,,NPR,RG1310,1.0,C,,,Y,1,    M8065,,,,,,,2024-08-07 06:48:28.855
DC156826,1,1,MARGIN RELEASED,3,148000,2016-03-04T14:48:18,2559106,2016-03-04T13:05:02,DOCCR,M,,NPR,2927101,2016-03-04T00:00:00.000000,0,C,CD0122,,NPR,NAMRATAM,2.0,R,,,Y,1,    M8160,,,,,1.0,,2024-08-07 06:48:28.855
DC167273,1,1,LC MARGIN HELD,1,155000,2016-03-10T17:03:19,2559106,2016-03-10T16:35:31,DOCCR,S,,NPR,2927101,2016-03-10T00:00:00.000000,0,C,CD0122,,NPR,SG1409,1.0,C,,,Y,1,   M15231,,,,,,,2024-08-07 06:48:28.855
DC167052,1,1,MARGIN RELEASED,2,153000,2016-03-11T13:16:51,2559106,2016-03-11T12:32:34,DOCCR,M,,NPR,2927101,2016-03-11T00:00:00.000000,0,C,PRADHUMNAN,,NPR,NAMRATAM,1.0,R,,,Y,1,    M7276,,,,,1.0,,2024-08-07 06:48:28.855
DC167053,1,1,MARGIN RELEASED,2,110000,2016-03-13T18:17:54,2559106,2016-03-13T15:43:21,DOCCR,M,,NPR,2927101,2016-03-13T00:00:00.000000,0,C,CD0122,,NPR,NAMRATAM,1.0,R,,,Y,1,   M14964,,,,,1.0,,2024-08-07 06:48:28.855
DC156859,1,1,MARGIN RELEASED,2,53000,2016-03-15T19:00:46,23562532,2016-03-15T17:17:31,DOCCR,M,,NPR,23951984,2016-03-15T00:00:00.000000,0,C,CD0122,,NPR,PRADHUMNAN,1.0,R,,,Y,1,   M12032,,,,,1.0,,2024-08-07 06:48:28.855
DC166926,1,1,MARGIN RELEASED,3,150000,2016-03-16T13:26:36,2559106,2016-03-16T13:15:43,DOCCR,U,,NPR,2927101,2016-03-16T00:00:00.000000,0,C,CD0122,,NPR,SG1409,1.0,R,,,Y,1,    M5799,,,,,1.0,,2024-08-07 06:48:28.855
DC167246,1,1,MARGIN RELEASED,2,4324000,2016-03-24T16:03:59,91214718,2016-03-24T16:00:12,DOCCR,M,,NPR,9935399,2016-03-24T00:00:00.000000,0,C,PRADHUMNAN,,NPR,NAMRATAM,1.0,R,,,Y,1,    M8228,,,,,1.0,,2024-08-07 06:48:28.855
DC167403,1,1,MARGIN HELD,1,161000,2016-03-30T14:36:06,2559106,2016-03-30T14:06:19,DOCCR,S,,NPR,2927101,2016-03-30T00:00:00.000000,0,C,SATISHRS,,NPR,PRADHUMNAN,1.0,C,,,Y,1,    M7871,,,,,,,2024-08-07 06:48:28.855
DC167097,1,1,MARGIN RELEASED,2,301000,2016-04-08T11:39:54,2559106,2016-04-08T11:16:14,DOCCR,M,,NPR,2927101,2016-04-08T00:00:00.000000,0,C,PRADHUMNAN,,NPR,NAMRATAM,1.0,R,,,Y,1,    M2738,,,,,1.0,,2024-08-07 06:48:28.855
DC167485,1,1,LC MARGIN HELD,1,1722000,2016-04-10T17:32:11,91214718,2016-04-10T16:55:37,DOCCR,S,,NPR,9935393,2016-04-10T00:00:00.000000,0,C,CD0122,,NPR,SG1409,1.0,C,,,Y,1,   M13464,,,,,,,2024-08-07 06:48:28.855
DC167527,1,1,LC MARGIN HELD,1,305000,2016-04-18T16:20:36,2559106,2016-04-18T15:56:15,DOCCR,S,,NPR,2927101,2016-04-18T00:00:00.000000,0,C,CD0122,,NPR,SG1409,1.0,C,,,Y,1,   M11245,,,,,,,2024-08-07 06:48:28.855
DC167544,1,1,LC MARGIN HELD,1,282000,2016-04-20T13:27:51,2559106,2016-04-20T13:05:20,DOCCR,S,,NPR,2927101,2016-04-20T00:00:00.000000,0,C,PRADHUMNAN,,NPR,SG1409,1.0,C,,,Y,1,    M5680,,,,,,,2024-08-07 06:48:28.855
DC167545,1,1,LC MARGIN HELD,1,314000,2016-04-20T13:32:26,2559106,2016-04-20T13:18:55,DOCCR,S,,NPR,2927101,2016-04-20T00:00:00.000000,0,C,PRADHUMNAN,,NPR,SG1409,1.0,C,,,Y,1,    M5831,,,,,,,2024-08-07 06:48:28.855
DC167233,1,1,MARGIN RELEASED,2,47000,2016-04-26T16:58:56,23562532,2016-04-26T14:15:12,DOCCR,M,,NPR,23951984,2016-04-26T00:00:00.000000,0,C,CD0122,,NPR,NAMRATAM,1.0,R,,,Y,1,   M10247,,,,,1.0,,2024-08-07 06:48:28.855
DC167590,1,1,LC MARGIN HELD,1,440000,2016-04-27T17:51:32,2559106,2016-04-27T15:45:19,DOCCR,S,,NPR,2927101,2016-04-27T00:00:00.000000,0,C,CD0122,,NPR,SG1409,1.0,C,,,Y,1,   M10517,,,,,,,2024-08-07 06:48:28.855
DC167403,1,1,MARGIN RELEASED,2,161000,2016-05-02T17:17:58,2559106,2016-05-02T16:51:51,DOCCR,M,,NPR,2927101,2016-05-02T00:00:00.000000,0,C,SATISHRS,,NPR,PRADHUMNAN,1.0,R,,,Y,1,   M14724,,,,,1.0,,2024-08-07 06:48:28.855
DC167273,1,1,MARGIN RELEASED,2,155000,2016-05-02T17:26:18,2559106,2016-05-02T16:26:33,DOCCR,M,,NPR,2927101,2016-05-02T00:00:00.000000,0,C,SATISHRS,,NPR,PRADHUMNAN,1.0,R,,,Y,1,   M14873,,,,,1.0,,2024-08-07 06:48:28.855
DC167485,1,1,MARGIN RELEASED,2,344000,2016-05-02T17:36:09,91214718,2016-05-02T17:21:26,DOCCR,M,,NPR,9935393,2016-05-02T00:00:00.000000,0,C,PRADHUMNAN,,NPR,NAMRATAM,1.0,R,,,Y,1,   M14994,,,,,1.0,,2024-08-07 06:48:28.855
DC167658,1,1,LC MARGIN HELD,1,328000,2016-05-06T13:53:00.000000,2559106,2016-05-06T12:57:39,DOCCR,S,,NPR,2927101,2016-05-06T00:00:00.000000,0,C,CD0122,,NPR,SG1409,1.0,C,,,Y,1,    M6848,,,,,,,2024-08-07 06:48:28.855
DC167700,1,1,LC MARGIN HELD.,1,28000,2016-05-13T13:32:20,23562532,2016-05-13T12:51:52,DOCCR,S,,NPR,23951984,2016-05-13T00:00:00.000000,0,C,PRADHUMNAN,,NPR,JB1528,1.0,C,,,Y,1,    M6969,,,,,,,2024-08-07 06:48:28.855
DC167701,1,1,LC MARGIN HELD,1,29000,2016-05-13T13:36:43,23562532,2016-05-13T13:05:42,DOCCR,S,,NPR,23951984,2016-05-13T00:00:00.000000,0,C,PRADHUMNAN,,NPR,SG1409,1.0,C,,,Y,1,    M7097,,,,,,,2024-08-07 06:48:28.855
DC167715,1,1,LC MARGIN HELD,1,13000,2016-05-15T17:45:02,23562532,2016-05-15T16:54:26,DOCCR,S,,NPR,23951984,2016-05-15T00:00:00.000000,0,C,CD0122,,NPR,SG1409,1.0,C,,,Y,1,   M12083,,,,,,,2024-08-07 06:48:28.855
DC167545,1,1,MARGIN RELEASED,2,156000,2016-05-19T17:27:20,2559106,2016-05-19T14:27:50,DOCCR,M,,NPR,2927101,2016-05-19T00:00:00.000000,0,C,SATISHRS,,NPR,NAMRATAM,1.0,R,,,Y,1,   M10515,,,,,1.0,,2024-08-07 06:48:28.855
DC167544,1,1,MARGIN RELEASED,2,140000,2016-05-22T17:10:46,2559106,2016-05-22T16:37:36,DOCCR,M,,NPR,2927101,2016-05-22T00:00:00.000000,0,C,SATISHRS,,NPR,NAMRATAM,1.0,R,,,Y,1,   M11785,,,,,1.0,,2024-08-07 06:48:28.855
DC167544,1,1,LC MARGIN RELEASED,3,142000,2016-05-25T17:36:27,2559106,2016-05-25T15:52:38,DOCCR,U,,NPR,2927101,2016-05-25T00:00:00.000000,0,C,SATISHRS,,NPR,SM0457,1.0,R,,,Y,1,   M10099,,,,,1.0,,2024-08-07 06:48:28.855
DC167527,1,1,MARGIN RELEASED,2,305000,2016-06-01T19:21:24,2559106,2016-06-01T13:04:04,DOCCR,M,,NPR,2927101,2016-06-01T00:00:00.000000,0,C,CD0122,,NPR,NAMRATAM,1.0,R,,,Y,1,   M14632,,,,,1.0,,2024-08-07 06:48:28.855
DC167701,1,1,MARGIN RELEASED,2,29000,2016-06-02T13:36:29,23562532,2016-06-02T12:37:43,DOCCR,M,,NPR,23951984,2016-06-02T00:00:00.000000,0,C,CD0122,,NPR,PRADHUMNAN,1.0,R,,,Y,1,    M6492,,,,,1.0,,2024-08-07 06:48:28.855
DC167545,1,1,MARGIN RELEASED,3,158000,2016-06-09T15:48:21,2559106,2016-06-09T12:52:34,DOCCR,U,,NPR,2927101,2016-06-09T00:00:00.000000,0,C,CD0122,,NPR,NAMRATAM,1.0,R,,,Y,1,    M6366,,,,,1.0,,2024-08-07 06:48:28.855
DC167917,1,1,LC MARGIN HELD,1,145000,2016-06-13T19:37:23,2559106,2016-06-13T19:33:19,DOCCR,S,,NPR,2927101,2016-06-13T00:00:00.000000,0,C,PRADHUMNAN,,NPR,RP1389,1.0,C,,,Y,1,   M13399,,,,,,,2024-08-07 06:48:28.855
DC167947,1,1,,1,187000,2016-06-19T13:44:12,2559106,2016-06-19T13:03:48,DOCCR,S,,NPR,2927107,2016-06-19T00:00:00.000000,0,C,PRADHUMNAN,,NPR,RP1389,1.0,C,,,Y,1,    M7958,,,,,,,2024-08-07 06:48:28.855
DC167658,1,1,MARGIN RELEASED,2,163000,2016-06-26T15:42:09,2559106,2016-06-26T14:55:04,DOCCR,M,,NPR,2927101,2016-06-26T00:00:00.000000,0,C,CD0122,,NPR,NAMRATAM,1.0,R,,,Y,1,   M12838,,,,,1.0,,2024-08-07 06:48:28.855
DC168084,1,1,LC MARGIN HELD,1,340000,2016-07-05T19:00:30,2559106,2016-07-05T18:50:22,DOCCR,S,,NPR,2927101,2016-07-05T00:00:00.000000,0,C,CD0122,,NPR,SG1409,1.0,C,,,Y,1,   M12095,,,,,,,2024-08-07 06:48:28.855
DC167590,1,1,MARGIN RELEASED,2,440000,2016-07-06T19:12:53,2559106,2016-07-06T19:05:18,DOCCR,M,,NPR,2927101,2016-07-06T00:00:00.000000,0,C,CD0122,,NPR,NAMRATAM,1.0,R,,,Y,1,   M11080,,,,,1.0,,2024-08-07 06:48:28.855
DC167947,1,1,MARGIN RELEASED,2,79000,2016-07-10T13:34:40,2559106,2016-07-10T13:30:06,DOCCR,M,,NPR,2927107,2016-07-10T00:00:00.000000,0,C,PRADHUMNAN,,NPR,NAMRATAM,1.0,R,,,Y,1,    M8075,,,,,1.0,,2024-08-07 06:48:28.855
DC168138,1,1,,1,187000,2016-07-17T18:11:49,2559106,2016-07-17T17:58:49,DOCCR,S,,NPR,2927107,2016-07-17T00:00:00.000000,0,C,CD0122,,NPR,RP1389,1.0,C,,,Y,1,   M11638,,,,,,,2024-08-07 06:48:28.855
DC168139,1,1,LC MARGIN HELD,1,182000,2016-07-17T18:26:16,2559106,2016-07-17T18:20:17,DOCCR,S,,NPR,2927101,2016-07-17T00:00:00.000000,0,C,PRADHUMNAN,,NPR,RP1389,1.0,C,,,Y,1,   M11679,,,,,,,2024-08-07 06:48:28.855
DC168187,1,1,LC MARGIN HELD.,1,561000,2016-07-25T17:27:42,22562003,2016-07-25T17:10:26,DOCCR,S,,NPR,22950800,2016-07-25T00:00:00.000000,0,C,PRADHUMNAN,,NPR,JB1528,1.0,C,,,Y,1,    M6051,,,,,,,2024-08-07 06:48:28.855
DC168241,1,1,LC MARGIN HELD.,1,30000,2016-08-01T18:48:04,23562532,2016-08-01T18:13:04,DOCCR,S,,NPR,23951984,2016-08-01T00:00:00.000000,0,C,CD0122,,NPR,JB1528,1.0,C,,,Y,1,   M13955,,,,,,,2024-08-07 06:48:28.855
DC167658,1,1,MARGIN RELEASED,3,165000,2016-08-02T13:40:54,2559106,2016-08-02T12:33:29,DOCCR,U,,NPR,2927101,2016-08-02T00:00:00.000000,0,C,CD0122,,NPR,NAMRATAM,1.0,R,,,Y,1,    M7005,,,,,1.0,,2024-08-07 06:48:28.855
DC167700,1,1,,2,28000,2016-08-02T17:28:14,23562532,2016-08-02T13:59:55,DOCCR,M,,NPR,23951984,2016-08-02T00:00:00.000000,0,C,SATISHRS,,NPR,SA0371,1.0,R,,,Y,1,   M11822,,,,,1.0,,2024-08-07 06:48:28.855
DC168246,1,1,LC MARGIN HELD.,1,49000,2016-08-02T18:20:27,23562532,2016-08-02T17:30:19,DOCCR,S,,NPR,23951984,2016-08-02T00:00:00.000000,0,C,CD0122,,NPR,JB1528,1.0,C,,,Y,1,   M12210,,,,,,,2024-08-07 06:48:28.855
DC168084,1,1,MARGIN RELEASED,2,169000,2016-08-05T13:19:54,2559106,2016-08-05T12:12:06,DOCCR,M,,NPR,2927101,2016-08-05T00:00:00.000000,0,C,CD0122,,NPR,NAMRATAM,1.0,R,,,Y,1,    M6622,,,,,1.0,,2024-08-07 06:48:28.855
DC167715,1,1,LC MARGIN RELEASED,2,13000,2016-08-08T17:58:30,23562532,2016-08-08T13:38:29,DOCCR,M,,NPR,23951984,2016-08-08T00:00:00.000000,0,C,CD0122,,NPR,PRATINAP,1.0,R,,,Y,1,   M11008,,,,,1.0,,2024-08-07 06:48:28.855
DC168278,1,1,LC MARGIN HELD.,1,52000,2016-08-09T17:13:12,23562532,2016-08-09T16:39:46,DOCCR,S,,NPR,23951984,2016-08-09T00:00:00.000000,0,C,CD0122,,NPR,JB1528,1.0,C,,,Y,1,   M10849,,,,,,,2024-08-07 06:48:28.855
DC168301,1,1,,1,181000,2016-08-14T15:44:34,2559106,2016-08-14T13:49:59,DOCCR,S,,NPR,2927101,2016-08-14T00:00:00.000000,0,C,CD0122,,NPR,RP1389,1.0,C,,,Y,1,   M10989,,,,,,,2024-08-07 06:48:28.855
DC167947,1,1,MARGIN RELEASED,3,108000,2016-08-21T15:23:12,2559106,2016-08-21T15:18:19,DOCCR,U,,NPR,2927107,2016-08-21T00:00:00.000000,0,C,CD0122,,NPR,NAMRATAM,1.0,R,,,Y,1,   M11805,,,,,1.0,,2024-08-07 06:48:28.855
DC168139,1,1,MARGIN RELEASED,2,182000,2016-08-22T17:41:50,2559106,2016-08-22T15:19:17,DOCCR,U,,NPR,2927101,2016-08-22T00:00:00.000000,0,C,CD0122,,NPR,NAMRATAM,1.0,R,,,Y,1,   M12150,,,,,1.0,,2024-08-07 06:48:28.855
DC167917,1,1,MARGIN RELEASED,2,145000,2016-08-23T17:27:54,2559106,2016-08-23T11:48:54,DOCCR,M,,NPR,2927101,2016-08-23T00:00:00.000000,0,C,PRADHUMNAN,,NPR,NAMRATAM,1.0,R,,,Y,1,   M11877,,,,,1.0,,2024-08-07 06:48:28.855
DC168187,1,1,LC MARGIN RELEASED,2,159000,2016-09-01T16:50:47,22562003,2016-09-01T16:46:21,DOCCR,M,,NPR,22950800,2016-09-01T00:00:00.000000,0,C,CD0122,,NPR,PRATINAP,1.0,R,,,Y,1,   M12395,,,,,,,2024-08-07 06:48:28.855
DC168084,1,1,MARGIN RELEASED,3,171000,2016-09-02T13:32:00.000000,2559106,2016-09-02T10:21:24,DOCCR,M,,NPR,2927101,2016-09-02T00:00:00.000000,0,C,PRADHUMNAN,,NPR,NAMRATAM,2.0,R,,,Y,1,    M7818,,,,,1.0,,2024-08-07 06:48:28.855
DC168246,1,1,LC MARGIN RELEASED,2,49000,2016-09-05T14:55:00.000000,23562532,2016-09-05T13:57:55,DOCCR,M,,NPR,23951984,2016-09-05T00:00:00.000000,0,C,PRADHUMNAN,,NPR,PRATINAP,1.0,R,,,Y,1,    M8706,,,,,1.0,,2024-08-07 06:48:28.855
